"","country","date","hicp"
"705","Kosovo",2012-11-01,0.035
"706","Kosovo",2012-12-01,0.037
"707","Kosovo",2013-01-01,0.036
"708","Kosovo",2013-02-01,0.026
"709","Kosovo",2013-03-01,0.026
"710","Kosovo",2013-04-01,0.024
"711","Kosovo",2013-05-01,0.022
"712","Kosovo",2013-06-01,0.026
"713","Kosovo",2013-07-01,0.023
"714","Kosovo",2013-08-01,0.012
"715","Kosovo",2013-09-01,0.002
"716","Kosovo",2013-10-01,0.002
"717","Kosovo",2013-11-01,0.008
"718","Kosovo",2013-12-01,0.005
"719","Kosovo",2014-01-01,0.002
"720","Kosovo",2014-02-01,0.001
"721","Kosovo",2014-03-01,0.003
"722","Kosovo",2014-04-01,0.003
"723","Kosovo",2014-05-01,0.005
"724","Kosovo",2014-06-01,0.004
"725","Kosovo",2014-07-01,0.008
"726","Kosovo",2014-08-01,0.009
"727","Kosovo",2014-09-01,0.014
"728","Kosovo",2014-10-01,0.006
"729","Kosovo",2014-11-01,0.001
"730","Kosovo",2014-12-01,-0.004
"731","Kosovo",2015-01-01,-0.006
"732","Kosovo",2015-02-01,-0.003
"733","Kosovo",2015-03-01,-0.004
"734","Kosovo",2015-04-01,-0.004
"735","Kosovo",2015-05-01,-0.005
"736","Kosovo",2015-06-01,-0.004
"737","Kosovo",2015-07-01,-0.007
"738","Kosovo",2015-08-01,-0.007
"739","Kosovo",2015-09-01,-0.012
"740","Kosovo",2015-10-01,-0.008
"741","Kosovo",2015-11-01,-0.003
"742","Kosovo",2015-12-01,-0.001
"743","Kosovo",2016-01-01,0.001
"744","Kosovo",2016-02-01,0.001
"745","Kosovo",2016-03-01,0.001
"746","Kosovo",2016-04-01,-0.001
"747","Kosovo",2016-05-01,-0.001
"748","Kosovo",2016-06-01,-0.003
"749","Kosovo",2016-07-01,0
"750","Kosovo",2016-08-01,0
"751","Kosovo",2016-09-01,0.006
"752","Kosovo",2016-10-01,0.009
"753","Kosovo",2016-11-01,0.009
"754","Kosovo",2016-12-01,0.013
"755","Kosovo",2017-01-01,0.017
"756","Kosovo",2017-02-01,0.017
"757","Kosovo",2017-03-01,0.015
"758","Kosovo",2017-04-01,0.022
"759","Kosovo",2017-05-01,0.015
"760","Kosovo",2017-06-01,0.019
"761","Kosovo",2017-07-01,0.017
"762","Kosovo",2017-08-01,0.017
"763","Kosovo",2017-09-01,0.017
"764","Kosovo",2017-10-01,0.009
"765","Kosovo",2017-11-01,0.009
"766","Kosovo",2017-12-01,0.005
"767","Kosovo",2018-01-01,-0.002
"768","Kosovo",2018-02-01,0
"769","Kosovo",2018-03-01,0.001
"770","Kosovo",2018-04-01,0.004
"771","Kosovo",2018-05-01,0.01
"772","Kosovo",2018-06-01,0.008
"773","Kosovo",2018-07-01,0.012
"774","Kosovo",2018-08-01,0.015
"775","Kosovo",2018-09-01,0.014
"776","Kosovo",2018-10-01,0.015
"777","Kosovo",2018-11-01,0.021
"778","Kosovo",2018-12-01,0.029
"779","Kosovo",2019-01-01,0.031
"780","Kosovo",2019-02-01,0.032
"781","Kosovo",2019-03-01,0.033
"782","Kosovo",2019-04-01,0.034
"783","Kosovo",2019-05-01,0.034
"784","Kosovo",2019-06-01,0.03
"785","Kosovo",2019-07-01,0.026
"786","Kosovo",2019-08-01,0.027
"787","Kosovo",2019-09-01,0.024
"788","Kosovo",2019-10-01,0.022
"789","Kosovo",2019-11-01,0.017
"790","Kosovo",2019-12-01,0.012
"791","Kosovo",2020-01-01,0.015
"792","Kosovo",2020-02-01,0.01
"793","Kosovo",2020-03-01,0.007
"794","Kosovo",2020-04-01,0.003
"795","Kosovo",2020-05-01,0.002
"796","Kosovo",2020-06-01,0.001
"797","Kosovo",2020-07-01,-0.001
"798","Kosovo",2020-08-01,-0.005
"799","Kosovo",2020-09-01,-0.004
"800","Kosovo",2020-10-01,-0.002
"801","Kosovo",2020-11-01,-0.003
"802","Kosovo",2020-12-01,0.001
"803","Kosovo",2021-01-01,-0.002
"804","Kosovo",2021-02-01,0.007
"805","Kosovo",2021-03-01,0.012
"806","Kosovo",2021-04-01,0.019
"807","Kosovo",2021-05-01,0.02
"808","Kosovo",2021-06-01,0.024
"809","Kosovo",2021-07-01,0.035
"810","Kosovo",2021-08-01,0.047
"811","Kosovo",2021-09-01,0.049
"812","Kosovo",2021-10-01,0.057
"813","Kosovo",2021-11-01,0.069
"814","Kosovo",2021-12-01,0.067
"815","Kosovo",2022-01-01,0.071
"816","Kosovo",2022-02-01,0.075
"817","Kosovo",2022-03-01,0.1
"818","Kosovo",2022-04-01,0.112
"819","Kosovo",2022-05-01,0.125
"820","Kosovo",2022-06-01,0.141
"821","Kosovo",2022-07-01,0.142
